ID,"PAX Type",Airport,Year,Month,Passengers,IATA,ICAO,"Airport Type"
1586,"DOMESTIC PASSENGERS",GWALIOR,2017,APRIL,1537,,,AUTO-ADDED
1587,"DOMESTIC PASSENGERS",BARAPANI,2017,APRIL,1309,,,AUTO-ADDED
1588,"DOMESTIC PASSENGERS",PANTNAGAR,2017,APRIL,1696,,,AUTO-ADDED
1589,"DOMESTIC PASSENGERS",LAKHIMPUR,2017,APRIL,1104,,,AUTO-ADDED
1590,"DOMESTIC PASSENGERS",AGRA,2017,APRIL,8,,,AUTO-ADDED
1591,"DOMESTIC PASSENGERS",TEZPUR,2017,APRIL,776,,,AUTO-ADDED
1592,"DOMESTIC PASSENGERS",BHATINDA,2017,APRIL,871,,,AUTO-ADDED
1593,"DOMESTIC PASSENGERS",PORBANDAR,2017,APRIL,746,,,AUTO-ADDED
1594,"DOMESTIC PASSENGERS",KANPUR,2017,APRIL,798,,,AUTO-ADDED
1595,"DOMESTIC PASSENGERS",CUDDAPAH,2017,APRIL,41,,,AUTO-ADDED
1596,"DOMESTIC PASSENGERS",BIKANER,2017,APRIL,128,,,AUTO-ADDED
1597,"DOMESTIC PASSENGERS",JAISALMER,2017,APRIL,0,,,AUTO-ADDED
1598,"DOMESTIC PASSENGERS",LUDHIANA,2017,APRIL,0,,,AUTO-ADDED
1599,"DOMESTIC PASSENGERS",KOLHAPUR,2017,APRIL,6,,,AUTO-ADDED
1600,"DOMESTIC PASSENGERS",SHIMLA,2017,APRIL,172,,,AUTO-ADDED
1601,"DOMESTIC PASSENGERS",LENGPUI,2017,APRIL,22366,,,AUTO-ADDED
1602,"DOMESTIC PASSENGERS",DURGAPUR,2017,APRIL,1548,,,AUTO-ADDED
1603,"DOMESTIC PASSENGERS",NANDED,2017,APRIL,269,,,AUTO-ADDED
1604,"DOMESTIC PASSENGERS",MUNDRA,2017,APRIL,0,,,AUTO-ADDED
2448,"DOMESTIC PASSENGERS","OTHER AIRPORTS",2016,September,0,,,AUTO-ADDED
1995,"INTERNATIONAL PASSENGERS",BANGALORE,2016,September,274041,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
1996,"INTERNATIONAL PASSENGERS",HYDERABAD,2016,September,273793,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
1997,"INTERNATIONAL PASSENGERS",COCHIN,2016,September,426028,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
1998,"INTERNATIONAL PASSENGERS",NAGPUR,2016,September,7600,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
1999,"INTERNATIONAL PASSENGERS",PUNE,2016,September,19926,,,AUTO-ADDED
2000,"INTERNATIONAL PASSENGERS",VISAKHAPATNAM,2016,September,6733,,,AUTO-ADDED
2001,"INTERNATIONAL PASSENGERS",PATNA,2016,September,0,,,AUTO-ADDED
2002,"INTERNATIONAL PASSENGERS","CHANDIGARH  (JV AIRPOR",2016,September,2902,,,AUTO-ADDED
2003,"INTERNATIONAL PASSENGERS",BAGDOGRA,2016,September,1547,,,AUTO-ADDED
2004,"INTERNATIONAL PASSENGERS",MADURAI,2016,September,21928,,,AUTO-ADDED
2069,"DOMESTIC PASSENGERS",BANGALORE,2016,September,1511573,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
2070,"DOMESTIC PASSENGERS",HYDERABAD,2016,September,908581,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
2071,"DOMESTIC PASSENGERS",COCHIN,2016,September,325624,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
2072,"DOMESTIC PASSENGERS",NAGPUR,2016,September,131674,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
2073,"DOMESTIC PASSENGERS",PUNE,2016,September,513568,,,AUTO-ADDED
2074,"DOMESTIC PASSENGERS",VISAKHAPATNAM,2016,September,177472,,,AUTO-ADDED
2075,"DOMESTIC PASSENGERS",PATNA,2016,September,151182,,,AUTO-ADDED
2076,"DOMESTIC PASSENGERS","CHANDIGARH  (JV AIRPOR",2016,September,134326,,,AUTO-ADDED
2077,"DOMESTIC PASSENGERS",BAGDOGRA,2016,September,105592,,,AUTO-ADDED
2078,"DOMESTIC PASSENGERS",MADURAI,2016,September,55627,,,AUTO-ADDED
2079,"DOMESTIC PASSENGERS",INDORE,2016,September,124239,,,AUTO-ADDED
2080,"DOMESTIC PASSENGERS",RAIPUR,2016,September,101551,,,AUTO-ADDED
2081,"DOMESTIC PASSENGERS",AGARTALA,2016,September,97429,,,AUTO-ADDED
2082,"DOMESTIC PASSENGERS",JAMMU,2016,September,99678,,,AUTO-ADDED
2083,"DOMESTIC PASSENGERS",VADODARA,2016,September,86785,,,AUTO-ADDED
2084,"DOMESTIC PASSENGERS",UDAIPUR,2016,September,83949,,,AUTO-ADDED
2085,"DOMESTIC PASSENGERS",RANCHI,2016,September,73549,,,AUTO-ADDED
2086,"DOMESTIC PASSENGERS",DEHRADUN,2016,September,67325,,,AUTO-ADDED
2087,"DOMESTIC PASSENGERS",BHOPAL,2016,September,58824,,,AUTO-ADDED
2088,"DOMESTIC PASSENGERS",VIJAYAWADA,2016,September,51052,,,AUTO-ADDED
2089,"DOMESTIC PASSENGERS",LEH,2016,September,58052,,,AUTO-ADDED
2090,"DOMESTIC PASSENGERS",TIRUPATI,2016,September,37828,,,AUTO-ADDED
2091,"DOMESTIC PASSENGERS",RAJKOT,2016,September,34536,,,AUTO-ADDED
2092,"DOMESTIC PASSENGERS",JODHPUR,2016,September,24074,,,AUTO-ADDED
2093,"DOMESTIC PASSENGERS",DIBRUGARH,2016,September,20798,,,AUTO-ADDED
2094,"DOMESTIC PASSENGERS",RAJAHMUNDRY,2016,September,18636,,,AUTO-ADDED
2095,"DOMESTIC PASSENGERS",SILCHAR,2016,September,12659,,,AUTO-ADDED
2096,"DOMESTIC PASSENGERS",SURAT,2016,September,13279,,,AUTO-ADDED
2097,"DOMESTIC PASSENGERS",BHUJ,2016,September,14899,,,AUTO-ADDED
2098,"DOMESTIC PASSENGERS",JUHU,2016,September,14270,,,AUTO-ADDED
2099,"DOMESTIC PASSENGERS",JABALPUR,2016,September,13195,,,AUTO-ADDED
2100,"DOMESTIC PASSENGERS",DIMAPUR,2016,September,10060,,,AUTO-ADDED
2101,"DOMESTIC PASSENGERS",GUGGAL,2016,September,9293,,,AUTO-ADDED
2102,"DOMESTIC PASSENGERS",TUTICORIN,2016,September,8573,,,AUTO-ADDED
2103,"DOMESTIC PASSENGERS",BELGAUM,2016,September,8611,,,AUTO-ADDED
2104,"DOMESTIC PASSENGERS",JAMNAGAR,2016,September,7288,,,AUTO-ADDED
2105,"DOMESTIC PASSENGERS",KHAJURAHO,2016,September,2401,,,AUTO-ADDED
2106,"DOMESTIC PASSENGERS",JORHAT,2016,September,3706,,,AUTO-ADDED
2107,"DOMESTIC PASSENGERS",GORKHPUR,2016,September,2847,,,AUTO-ADDED
2108,"DOMESTIC PASSENGERS",ALLAHABAD,2016,September,3924,,,AUTO-ADDED
2109,"DOMESTIC PASSENGERS",AGATTI,2016,September,2363,,,AUTO-ADDED
2110,"DOMESTIC PASSENGERS",HUBLI,2016,September,1167,,,AUTO-ADDED
2111,"DOMESTIC PASSENGERS",BHUNTAR,2016,September,2307,,,AUTO-ADDED
2112,"DOMESTIC PASSENGERS",BHAVNAGAR,2016,September,1995,,,AUTO-ADDED
2113,"DOMESTIC PASSENGERS",DIU,2016,September,1249,,,AUTO-ADDED
2114,"DOMESTIC PASSENGERS",GWALIOR,2016,September,1142,,,AUTO-ADDED
2115,"DOMESTIC PASSENGERS",BARAPANI,2016,September,1085,,,AUTO-ADDED
2116,"DOMESTIC PASSENGERS",PANTNAGAR,2016,September,1172,,,AUTO-ADDED
2117,"DOMESTIC PASSENGERS",LAKHIMPUR,2016,September,900,,,AUTO-ADDED
2118,"DOMESTIC PASSENGERS",AGRA,2016,September,255,,,AUTO-ADDED
2119,"DOMESTIC PASSENGERS",TEZPUR,2016,September,554,,,AUTO-ADDED
2120,"DOMESTIC PASSENGERS",BHATINDA,2016,September,0,,,AUTO-ADDED
2121,"DOMESTIC PASSENGERS",PORBANDAR,2016,September,183,,,AUTO-ADDED
2122,"DOMESTIC PASSENGERS",KANPUR,2016,September,42,,,AUTO-ADDED
2123,"DOMESTIC PASSENGERS",CUDDAPAH,2016,September,154,,,AUTO-ADDED
2124,"DOMESTIC PASSENGERS",BIKANER,2016,September,0,,,AUTO-ADDED
2125,"DOMESTIC PASSENGERS",JAISALMER,2016,September,0,,,AUTO-ADDED
2126,"DOMESTIC PASSENGERS",LUDHIANA,2016,September,0,,,AUTO-ADDED
2127,"DOMESTIC PASSENGERS",KOLHAPUR,2016,September,0,,,AUTO-ADDED
2128,"DOMESTIC PASSENGERS",SHIMLA,2016,September,0,,,AUTO-ADDED
2129,"DOMESTIC PASSENGERS",LENGPUI,2016,September,16018,,,AUTO-ADDED
2130,"DOMESTIC PASSENGERS",DURGAPUR,2016,September,0,,,AUTO-ADDED
2131,"DOMESTIC PASSENGERS",NANDED,2016,September,0,,,AUTO-ADDED
2132,"DOMESTIC PASSENGERS",MUNDRA,2016,September,0,,,AUTO-ADDED
287,"INTERNATIONAL PASSENGERS",CHENNAI,2016,September,423565,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
288,"INTERNATIONAL PASSENGERS",KOLKATA,2016,September,170031,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
289,"INTERNATIONAL PASSENGERS",AHMEDABAD,2016,September,143367,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
290,"INTERNATIONAL PASSENGERS",GOA,2016,September,25246,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
291,"INTERNATIONAL PASSENGERS",LUCKNOW,2016,September,58978,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
292,"INTERNATIONAL PASSENGERS",TRIVANDRUM,2016,September,187154,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
293,"INTERNATIONAL PASSENGERS",GUWAHATI,2016,September,5332,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
294,"INTERNATIONAL PASSENGERS",JAIPUR,2016,September,32617,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
295,"INTERNATIONAL PASSENGERS",CALICUT,2016,September,180189,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
296,"INTERNATIONAL PASSENGERS",BHUBANESWAR,2016,September,2000,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
297,"INTERNATIONAL PASSENGERS",COIMBATORE,2016,September,10562,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
298,"INTERNATIONAL PASSENGERS",SRINAGAR,2016,September,4750,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
299,"INTERNATIONAL PASSENGERS",VARANASI,2016,September,9028,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
300,"INTERNATIONAL PASSENGERS",MANGALORE,2016,September,62411,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
301,"INTERNATIONAL PASSENGERS",AMRITSAR,2016,September,40948,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
302,"INTERNATIONAL PASSENGERS",TRICHY,2016,September,96054,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
303,"INTERNATIONAL PASSENGERS",PORTBLAIR,2016,September,0,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
304,"INTERNATIONAL PASSENGERS",IMPHAL,2016,September,0,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
305,"INTERNATIONAL PASSENGERS","DELHI (DIAL)",2016,September,1219670,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
306,"INTERNATIONAL PASSENGERS","MUMBAI (MIAL)",2016,September,960654,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
307,"INTERNATIONAL PASSENGERS",AURANGABAD,2016,September,1847,IXU,VAAU,"8 CUSTOM AIRPORTS"
308,"INTERNATIONAL PASSENGERS",GAYA,2016,September,4747,GAY,VEGY,"8 CUSTOM AIRPORTS"
331,"DOMESTIC PASSENGERS",CHENNAI,2016,September,1081196,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
332,"DOMESTIC PASSENGERS",KOLKATA,2016,September,1048767,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
333,"DOMESTIC PASSENGERS",AHMEDABAD,2016,September,423967,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
334,"DOMESTIC PASSENGERS",GOA,2016,September,474477,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
335,"DOMESTIC PASSENGERS",LUCKNOW,2016,September,261328,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
336,"DOMESTIC PASSENGERS",TRIVANDRUM,2016,September,136827,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
337,"DOMESTIC PASSENGERS",GUWAHATI,2016,September,291896,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
338,"DOMESTIC PASSENGERS",JAIPUR,2016,September,261191,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
339,"DOMESTIC PASSENGERS",CALICUT,2016,September,40144,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
340,"DOMESTIC PASSENGERS",BHUBANESWAR,2016,September,156560,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
341,"DOMESTIC PASSENGERS",COIMBATORE,2016,September,163312,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
342,"DOMESTIC PASSENGERS",SRINAGAR,2016,September,142539,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
343,"DOMESTIC PASSENGERS",VARANASI,2016,September,132484,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
344,"DOMESTIC PASSENGERS",MANGALORE,2016,September,77488,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
345,"DOMESTIC PASSENGERS",AMRITSAR,2016,September,78572,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
346,"DOMESTIC PASSENGERS",TRICHY,2016,September,15414,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
347,"DOMESTIC PASSENGERS",PORTBLAIR,2016,September,76352,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
348,"DOMESTIC PASSENGERS",IMPHAL,2016,September,69690,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
349,"DOMESTIC PASSENGERS","DELHI (DIAL)",2016,September,3358251,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
350,"DOMESTIC PASSENGERS","MUMBAI (MIAL)",2016,September,2686052,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
351,"DOMESTIC PASSENGERS",AURANGABAD,2016,September,26813,IXU,VAAU,"8 CUSTOM AIRPORTS"
352,"DOMESTIC PASSENGERS",GAYA,2016,September,6224,GAY,VEGY,"8 CUSTOM AIRPORTS"
2632,"INTERNATIONAL PASSENGERS","(D) 48 DOMESTIC AIRPORTS",2016,September,2292,,,AUTO-ADDED
2633,"INTERNATIONAL PASSENGERS","(E) STATE GOVT. / PVT AIRPORTS",2016,September,0,,,AUTO-ADDED
2634,"INTERNATIONAL PASSENGERS","(F) OTHER AIRPORTS",2016,September,0,,,AUTO-ADDED
2810,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",BANGALORE,2016,OCT,297714,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
2811,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",HYDERABAD,2016,OCT,268188,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
2812,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",COCHIN,2016,OCT,391716,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
2813,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",NAGPUR,2016,OCT,8614,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
2814,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",PUNE,2016,OCT,19756,,,AUTO-ADDED
2815,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",VISAKHAPATNAM,2016,OCT,7653,,,AUTO-ADDED
2816,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",PATNA,2016,OCT,0,,,AUTO-ADDED
2817,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS","CHANDIGARH  (JV AIRPOR",2016,OCT,7626,,,AUTO-ADDED
2818,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",BAGDOGRA,2016,OCT,2444,,,AUTO-ADDED
2819,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",MADURAI,2016,OCT,22110,,,AUTO-ADDED
2820,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS","(D) 50 DOMESTIC AIRPORTS",2016,OCT,3151,,,AUTO-ADDED
2821,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS","(E) STATE GOVT. / PVT AIRPORTS",2016,OCT,0,,,AUTO-ADDED
2822,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS","(F) OTHER AIRPORTS",2016,OCT,0,,,AUTO-ADDED
2888,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BANGALORE,2016,OCT,1701964,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
2889,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",HYDERABAD,2016,OCT,993542,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
2890,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",COCHIN,2016,OCT,334232,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
2891,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",NAGPUR,2016,OCT,145910,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
2892,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",PUNE,2016,OCT,519945,,,AUTO-ADDED
2893,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",VISAKHAPATNAM,2016,OCT,197219,,,AUTO-ADDED
2894,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",PATNA,2016,OCT,181218,,,AUTO-ADDED
2895,"ANNEXURE-IIIB
DOMESTIC PASSENGERS","CHANDIGARH  (JV AIRPOR",2016,OCT,152170,,,AUTO-ADDED
2896,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BAGDOGRA,2016,OCT,125040,,,AUTO-ADDED
2897,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",MADURAI,2016,OCT,55781,,,AUTO-ADDED
2898,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",INDORE,2016,OCT,129438,,,AUTO-ADDED
2899,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",RAIPUR,2016,OCT,111655,,,AUTO-ADDED
2900,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",AGARTALA,2016,OCT,102226,,,AUTO-ADDED
2901,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JAMMU,2016,OCT,105430,,,AUTO-ADDED
2902,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",VADODARA,2016,OCT,88594,,,AUTO-ADDED
2903,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",UDAIPUR,2016,OCT,91807,,,AUTO-ADDED
2904,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",RANCHI,2016,OCT,91904,,,AUTO-ADDED
2905,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",DEHRADUN,2016,OCT,79480,,,AUTO-ADDED
2906,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHOPAL,2016,OCT,55744,,,AUTO-ADDED
2907,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",VIJAYAWADA,2016,OCT,56597,,,AUTO-ADDED
2908,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",LEH,2016,OCT,41232,,,AUTO-ADDED
2909,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",TIRUPATI,2016,OCT,37642,,,AUTO-ADDED
2910,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",RAJKOT,2016,OCT,34352,,,AUTO-ADDED
2911,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JODHPUR,2016,OCT,22669,,,AUTO-ADDED
2912,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",DIBRUGARH,2016,OCT,25127,,,AUTO-ADDED
2913,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",RAJAHMUNDRY,2016,OCT,24804,,,AUTO-ADDED
2914,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",SILCHAR,2016,OCT,19851,,,AUTO-ADDED
2915,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",SURAT,2016,OCT,14862,,,AUTO-ADDED
2916,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHUJ,2016,OCT,14782,,,AUTO-ADDED
2917,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JUHU,2016,OCT,14984,,,AUTO-ADDED
2918,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JABALPUR,2016,OCT,13772,,,AUTO-ADDED
2919,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",DIMAPUR,2016,OCT,12241,,,AUTO-ADDED
2920,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",GUGGAL,2016,OCT,7742,,,AUTO-ADDED
2921,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",TUTICORIN,2016,OCT,8115,,,AUTO-ADDED
2922,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BELGAUM,2016,OCT,8286,,,AUTO-ADDED
2923,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JAMNAGAR,2016,OCT,6511,,,AUTO-ADDED
2924,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",KHAJURAHO,2016,OCT,6793,,,AUTO-ADDED
2925,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JORHAT,2016,OCT,4056,,,AUTO-ADDED
2926,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",GORKHPUR,2016,OCT,9752,,,AUTO-ADDED
2927,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",ALLAHABAD,2016,OCT,4557,,,AUTO-ADDED
2928,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",AGATTI,2016,OCT,2692,,,AUTO-ADDED
2929,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",HUBLI,2016,OCT,1310,,,AUTO-ADDED
2930,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHUNTAR,2016,OCT,2559,,,AUTO-ADDED
2931,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHAVNAGAR,2016,OCT,2382,,,AUTO-ADDED
2932,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",DIU,2016,OCT,1527,,,AUTO-ADDED
2933,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",GWALIOR,2016,OCT,1418,,,AUTO-ADDED
2934,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BARAPANI,2016,OCT,1392,,,AUTO-ADDED
2935,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",PANTNAGAR,2016,OCT,1207,,,AUTO-ADDED
2936,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",LAKHIMPUR,2016,OCT,1075,,,AUTO-ADDED
2937,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",AGRA,2016,OCT,1293,,,AUTO-ADDED
2938,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",TEZPUR,2016,OCT,774,,,AUTO-ADDED
2939,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHATINDA,2016,OCT,0,,,AUTO-ADDED
2940,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",PORBANDAR,2016,OCT,195,,,AUTO-ADDED
2941,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",KANPUR,2016,OCT,37,,,AUTO-ADDED
2942,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",CUDDAPAH,2016,OCT,214,,,AUTO-ADDED
2943,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BIKANER,2016,OCT,0,,,AUTO-ADDED
2944,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JAISALMER,2016,OCT,0,,,AUTO-ADDED
2945,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",LUDHIANA,2016,OCT,11,,,AUTO-ADDED
2946,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",KOLHAPUR,2016,OCT,12,,,AUTO-ADDED
2947,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",SHIMLA,2016,OCT,0,,,AUTO-ADDED
2948,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",LENGPUI,2016,OCT,21475,,,AUTO-ADDED
2949,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",DURGAPUR,2016,OCT,0,,,AUTO-ADDED
2950,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",NANDED,2016,OCT,0,,,AUTO-ADDED
2951,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",MUNDRA,2016,OCT,0,,,AUTO-ADDED
2952,"ANNEXURE-IIIB
DOMESTIC PASSENGERS","(F) OTHER AIRPORTS",2016,OCT,25,,,AUTO-ADDED
683,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",CHENNAI,2016,OCT,414642,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
684,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",KOLKATA,2016,OCT,187040,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
685,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",AHMEDABAD,2016,OCT,142683,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
686,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",GOA,2016,OCT,46555,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
687,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",LUCKNOW,2016,OCT,51696,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
688,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",TRIVANDRUM,2016,OCT,171395,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
689,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",GUWAHATI,2016,OCT,1912,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
690,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",JAIPUR,2016,OCT,39402,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
691,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",CALICUT,2016,OCT,168198,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
692,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",BHUBANESWAR,2016,OCT,2191,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
693,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",COIMBATORE,2016,OCT,11710,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
694,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",SRINAGAR,2016,OCT,1691,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
695,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",VARANASI,2016,OCT,8052,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
696,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",MANGALORE,2016,OCT,54526,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
697,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",AMRITSAR,2016,OCT,45606,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
698,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",TRICHY,2016,OCT,92142,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
