ID,"PAX Type",Airport,Year,Month,Passengers,IATA,ICAO,"Airport Type"
2953,"INTERNATIONAL PASSENGERS",VIJAYAWADA,2018,January,0,,,AUTO-ADDED
2954,"INTERNATIONAL PASSENGERS",TIRUPATI,2018,January,0,,,AUTO-ADDED
2955,"INTERNATIONAL PASSENGERS",BANGALORE,2018,January,352567,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
2956,"INTERNATIONAL PASSENGERS",HYDERABAD,2018,January,346149,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
2957,"INTERNATIONAL PASSENGERS",COCHIN,2018,January,485479,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
2958,"INTERNATIONAL PASSENGERS",NAGPUR,2018,January,9601,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
2959,"INTERNATIONAL PASSENGERS",PUNE,2018,January,21420,,,AUTO-ADDED
2960,"INTERNATIONAL PASSENGERS",VISAKHAPATNAM,2018,January,14351,,,AUTO-ADDED
2961,"INTERNATIONAL PASSENGERS",PATNA,2018,January,0,,,AUTO-ADDED
2962,"INTERNATIONAL PASSENGERS",CHANDIGARH,2018,January,17812,IXC,VICG,"8 CUSTOM AIRPORTS"
2963,"INTERNATIONAL PASSENGERS",BAGDOGRA,2018,January,1816,,,AUTO-ADDED
2964,"INTERNATIONAL PASSENGERS",MADURAI,2018,January,28559,,,AUTO-ADDED
2965,"DOMESTIC PASSENGERS",VIJAYAWADA,2018,January,64528,,,AUTO-ADDED
2966,"DOMESTIC PASSENGERS",TIRUPATI,2018,January,53826,,,AUTO-ADDED
2967,"DOMESTIC PASSENGERS",BANGALORE,2018,January,2202335,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
2968,"DOMESTIC PASSENGERS",HYDERABAD,2018,January,1403049,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
2969,"DOMESTIC PASSENGERS",COCHIN,2018,January,503516,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
2970,"DOMESTIC PASSENGERS",NAGPUR,2018,January,201769,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
2971,"DOMESTIC PASSENGERS",PUNE,2018,January,706234,,,AUTO-ADDED
2972,"DOMESTIC PASSENGERS",VISAKHAPATNAM,2018,January,212554,,,AUTO-ADDED
2973,"DOMESTIC PASSENGERS",PATNA,2018,January,236756,,,AUTO-ADDED
2974,"DOMESTIC PASSENGERS",CHANDIGARH,2018,January,132535,IXC,VICG,"8 CUSTOM AIRPORTS"
2975,"DOMESTIC PASSENGERS",BAGDOGRA,2018,January,198923,,,AUTO-ADDED
2976,"DOMESTIC PASSENGERS",MADURAI,2018,January,115407,,,AUTO-ADDED
2977,"DOMESTIC PASSENGERS",INDORE,2018,January,200975,,,AUTO-ADDED
2978,"DOMESTIC PASSENGERS",RAIPUR,2018,January,155911,,,AUTO-ADDED
2979,"DOMESTIC PASSENGERS",AGARTALA,2018,January,129328,,,AUTO-ADDED
2980,"DOMESTIC PASSENGERS",JAMMU,2018,January,131116,,,AUTO-ADDED
2981,"DOMESTIC PASSENGERS",VADODARA,2018,January,93590,,,AUTO-ADDED
2982,"DOMESTIC PASSENGERS",UDAIPUR,2018,January,121019,,,AUTO-ADDED
2983,"DOMESTIC PASSENGERS",RANCHI,2018,January,176907,,,AUTO-ADDED
2984,"DOMESTIC PASSENGERS",DEHRADUN,2018,January,98171,,,AUTO-ADDED
2985,"DOMESTIC PASSENGERS",BHOPAL,2018,January,66447,,,AUTO-ADDED
2986,"DOMESTIC PASSENGERS",LEH,2018,January,37816,,,AUTO-ADDED
2987,"DOMESTIC PASSENGERS",RAJKOT,2018,January,34863,,,AUTO-ADDED
2988,"DOMESTIC PASSENGERS",JODHPUR,2018,January,48137,,,AUTO-ADDED
2989,"DOMESTIC PASSENGERS",DIBRUGARH,2018,January,29583,,,AUTO-ADDED
2990,"DOMESTIC PASSENGERS",RAJAHMUNDRY,2018,January,27186,,,AUTO-ADDED
2991,"DOMESTIC PASSENGERS",SILCHAR,2018,January,37127,,,AUTO-ADDED
2992,"DOMESTIC PASSENGERS",SURAT,2018,January,60804,,,AUTO-ADDED
2993,"DOMESTIC PASSENGERS",BHUJ,2018,January,18122,,,AUTO-ADDED
2994,"DOMESTIC PASSENGERS",JUHU,2018,January,13390,,,AUTO-ADDED
2995,"DOMESTIC PASSENGERS",JABALPUR,2018,January,19708,,,AUTO-ADDED
2996,"DOMESTIC PASSENGERS",DIMAPUR,2018,January,17006,,,AUTO-ADDED
2997,"DOMESTIC PASSENGERS",GUGGAL,2018,January,8630,,,AUTO-ADDED
2998,"DOMESTIC PASSENGERS",TUTICORIN,2018,January,7780,,,AUTO-ADDED
2999,"DOMESTIC PASSENGERS",BELGAUM,2018,January,17363,,,AUTO-ADDED
3000,"DOMESTIC PASSENGERS",JAMNAGAR,2018,January,6801,,,AUTO-ADDED
3001,"DOMESTIC PASSENGERS",KHAJURAHO,2018,January,7720,,,AUTO-ADDED
3002,"DOMESTIC PASSENGERS",JORHAT,2018,January,6743,,,AUTO-ADDED
3003,"DOMESTIC PASSENGERS",GORAKHPUR,2018,January,0,,,AUTO-ADDED
3004,"DOMESTIC PASSENGERS",ALLAHABAD,2018,January,3644,,,AUTO-ADDED
3005,"DOMESTIC PASSENGERS",AGATTI,2018,January,4001,,,AUTO-ADDED
3006,"DOMESTIC PASSENGERS",HUBLI,2018,January,7400,,,AUTO-ADDED
3007,"DOMESTIC PASSENGERS",BHUNTAR,2018,January,1834,,,AUTO-ADDED
3008,"DOMESTIC PASSENGERS",BHAVNAGAR,2018,January,3449,,,AUTO-ADDED
3009,"DOMESTIC PASSENGERS",DIU,2018,January,1980,,,AUTO-ADDED
3010,"DOMESTIC PASSENGERS",GWALIOR,2018,January,2441,,,AUTO-ADDED
3011,"DOMESTIC PASSENGERS",BARAPANI,2018,January,651,,,AUTO-ADDED
3012,"DOMESTIC PASSENGERS",PANTNAGAR,2018,January,366,,,AUTO-ADDED
3013,"DOMESTIC PASSENGERS",LAKHIMPUR,2018,January,1077,,,AUTO-ADDED
3014,"DOMESTIC PASSENGERS",AGRA,2018,January,2089,,,AUTO-ADDED
3015,"DOMESTIC PASSENGERS",TEZPUR,2018,January,748,,,AUTO-ADDED
3016,"DOMESTIC PASSENGERS",BHATINDA,2018,January,1017,,,AUTO-ADDED
3017,"DOMESTIC PASSENGERS",PORBANDAR,2018,January,5051,,,AUTO-ADDED
3018,"DOMESTIC PASSENGERS",KANPUR,2018,January,0,,,AUTO-ADDED
3019,"DOMESTIC PASSENGERS",CUDDAPAH,2018,January,4927,,,AUTO-ADDED
3020,"DOMESTIC PASSENGERS",BIKANER,2018,January,3594,,,AUTO-ADDED
3021,"DOMESTIC PASSENGERS",JAISALMER,2018,January,8345,,,AUTO-ADDED
3022,"DOMESTIC PASSENGERS",LUDHIANA,2018,January,1013,,,AUTO-ADDED
3023,"DOMESTIC PASSENGERS",KOLHAPUR,2018,January,0,,,AUTO-ADDED
3024,"DOMESTIC PASSENGERS",SHIMLA,2018,January,1040,,,AUTO-ADDED
3025,"DOMESTIC PASSENGERS",LENGPUI,2018,January,23702,,,AUTO-ADDED
3026,"DOMESTIC PASSENGERS",DURGAPUR,2018,January,0,,,AUTO-ADDED
3027,"DOMESTIC PASSENGERS",NANDED,2018,January,8738,,,AUTO-ADDED
3028,"DOMESTIC PASSENGERS",MUNDRA,2018,January,0,,,AUTO-ADDED
749,"INTERNATIONAL PASSENGERS",CHENNAI,2018,January,516797,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
750,"INTERNATIONAL PASSENGERS",KOLKATA,2018,January,234308,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
751,"INTERNATIONAL PASSENGERS",AHMEDABAD,2018,January,180354,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
752,"INTERNATIONAL PASSENGERS",GOA,2018,January,138531,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
753,"INTERNATIONAL PASSENGERS",LUCKNOW,2018,January,66379,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
754,"INTERNATIONAL PASSENGERS",TRIVANDRUM,2018,January,224957,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
755,"INTERNATIONAL PASSENGERS",GUWAHATI,2018,January,1537,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
756,"INTERNATIONAL PASSENGERS",JAIPUR,2018,January,48224,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
757,"INTERNATIONAL PASSENGERS",CALICUT,2018,January,230557,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
758,"INTERNATIONAL PASSENGERS",BHUBANESWAR,2018,January,8955,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
759,"INTERNATIONAL PASSENGERS",COIMBATORE,2018,January,24227,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
760,"INTERNATIONAL PASSENGERS",SRINAGAR,2018,January,0,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
761,"INTERNATIONAL PASSENGERS",VARANASI,2018,January,12797,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
762,"INTERNATIONAL PASSENGERS",MANGALORE,2018,January,67194,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
763,"INTERNATIONAL PASSENGERS",AMRITSAR,2018,January,59256,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
764,"INTERNATIONAL PASSENGERS",TRICHY,2018,January,131651,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
765,"INTERNATIONAL PASSENGERS",PORTBLAIR,2018,January,0,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
766,"INTERNATIONAL PASSENGERS",IMPHAL,2018,January,0,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
767,"INTERNATIONAL PASSENGERS","DELHI (DIAL)",2018,January,1611647,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
768,"INTERNATIONAL PASSENGERS","MUMBAI (MIAL)",2018,January,1271001,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
769,"INTERNATIONAL PASSENGERS",AURANGABAD,2018,January,0,IXU,VAAU,"8 CUSTOM AIRPORTS"
770,"INTERNATIONAL PASSENGERS",GAYA,2018,January,17996,GAY,VEGY,"8 CUSTOM AIRPORTS"
771,"DOMESTIC PASSENGERS",CHENNAI,2018,January,1381653,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
772,"DOMESTIC PASSENGERS",KOLKATA,2018,January,1613646,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
773,"DOMESTIC PASSENGERS",AHMEDABAD,2018,January,715862,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
774,"DOMESTIC PASSENGERS",GOA,2018,January,639048,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
775,"DOMESTIC PASSENGERS",LUCKNOW,2018,January,401778,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
776,"DOMESTIC PASSENGERS",TRIVANDRUM,2018,January,182924,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
777,"DOMESTIC PASSENGERS",GUWAHATI,2018,January,398969,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
778,"DOMESTIC PASSENGERS",JAIPUR,2018,January,415045,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
779,"DOMESTIC PASSENGERS",CALICUT,2018,January,43724,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
780,"DOMESTIC PASSENGERS",BHUBANESWAR,2018,January,327750,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
781,"DOMESTIC PASSENGERS",COIMBATORE,2018,January,191854,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
782,"DOMESTIC PASSENGERS",SRINAGAR,2018,January,202350,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
783,"DOMESTIC PASSENGERS",VARANASI,2018,January,183631,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
784,"DOMESTIC PASSENGERS",MANGALORE,2018,January,145531,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
785,"DOMESTIC PASSENGERS",AMRITSAR,2018,January,164297,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
786,"DOMESTIC PASSENGERS",TRICHY,2018,January,14243,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
787,"DOMESTIC PASSENGERS",PORTBLAIR,2018,January,185688,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
788,"DOMESTIC PASSENGERS",IMPHAL,2018,January,85521,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
789,"DOMESTIC PASSENGERS","DELHI (DIAL)",2018,January,4238135,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
790,"DOMESTIC PASSENGERS","MUMBAI (MIAL)",2018,January,3129079,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
791,"DOMESTIC PASSENGERS",AURANGABAD,2018,January,31256,IXU,VAAU,"8 CUSTOM AIRPORTS"
792,"DOMESTIC PASSENGERS",GAYA,2018,January,6906,GAY,VEGY,"8 CUSTOM AIRPORTS"
2629,"INTERNATIONAL PASSENGERS","(D) 48 DOMESTIC AIRPORTS",2017,September,5784,,,AUTO-ADDED
2630,"INTERNATIONAL PASSENGERS","(E) STATE GOVT. / PVT AIRPORTS",2017,September,0,,,AUTO-ADDED
2631,"INTERNATIONAL PASSENGERS","(F) OTHER AIRPORTS",2017,September,0,,,AUTO-ADDED
2447,"DOMESTIC PASSENGERS","OTHER AIRPORTS",2017,September,9804,,,AUTO-ADDED
265,"INTERNATIONAL PASSENGERS",CHENNAI,2017,September,436463,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
266,"INTERNATIONAL PASSENGERS",KOLKATA,2017,September,211056,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
267,"INTERNATIONAL PASSENGERS",AHMEDABAD,2017,September,166655,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
268,"INTERNATIONAL PASSENGERS",GOA,2017,September,23413,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
269,"INTERNATIONAL PASSENGERS",LUCKNOW,2017,September,68598,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
270,"INTERNATIONAL PASSENGERS",TRIVANDRUM,2017,September,199362,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
271,"INTERNATIONAL PASSENGERS",GUWAHATI,2017,September,5873,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
272,"INTERNATIONAL PASSENGERS",JAIPUR,2017,September,39622,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
273,"INTERNATIONAL PASSENGERS",CALICUT,2017,September,218530,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
274,"INTERNATIONAL PASSENGERS",BHUBANESWAR,2017,September,5640,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
275,"INTERNATIONAL PASSENGERS",COIMBATORE,2017,September,15786,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
276,"INTERNATIONAL PASSENGERS",SRINAGAR,2017,September,7616,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
277,"INTERNATIONAL PASSENGERS",VARANASI,2017,September,16136,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
278,"INTERNATIONAL PASSENGERS",MANGALORE,2017,September,60352,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
279,"INTERNATIONAL PASSENGERS",AMRITSAR,2017,September,47115,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
280,"INTERNATIONAL PASSENGERS",TRICHY,2017,September,110747,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
281,"INTERNATIONAL PASSENGERS",PORTBLAIR,2017,September,0,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
282,"INTERNATIONAL PASSENGERS",IMPHAL,2017,September,0,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
283,"INTERNATIONAL PASSENGERS","DELHI (DIAL)",2017,September,1347647,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
284,"INTERNATIONAL PASSENGERS","MUMBAI (MIAL)",2017,September,992581,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
285,"INTERNATIONAL PASSENGERS",AURANGABAD,2017,September,0,IXU,VAAU,"8 CUSTOM AIRPORTS"
286,"INTERNATIONAL PASSENGERS",GAYA,2017,September,7278,GAY,VEGY,"8 CUSTOM AIRPORTS"
309,"DOMESTIC PASSENGERS",CHENNAI,2017,September,1178322,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
310,"DOMESTIC PASSENGERS",KOLKATA,2017,September,1395782,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
311,"DOMESTIC PASSENGERS",AHMEDABAD,2017,September,562299,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
312,"DOMESTIC PASSENGERS",GOA,2017,September,503904,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
313,"DOMESTIC PASSENGERS",LUCKNOW,2017,September,290914,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
314,"DOMESTIC PASSENGERS",TRIVANDRUM,2017,September,155534,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
315,"DOMESTIC PASSENGERS",GUWAHATI,2017,September,382497,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
316,"DOMESTIC PASSENGERS",JAIPUR,2017,September,337934,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
317,"DOMESTIC PASSENGERS",CALICUT,2017,September,41640,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
318,"DOMESTIC PASSENGERS",BHUBANESWAR,2017,September,217924,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
319,"DOMESTIC PASSENGERS",COIMBATORE,2017,September,167177,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
320,"DOMESTIC PASSENGERS",SRINAGAR,2017,September,186089,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
321,"DOMESTIC PASSENGERS",VARANASI,2017,September,137983,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
322,"DOMESTIC PASSENGERS",MANGALORE,2017,September,113959,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
323,"DOMESTIC PASSENGERS",AMRITSAR,2017,September,123239,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
324,"DOMESTIC PASSENGERS",TRICHY,2017,September,11833,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
325,"DOMESTIC PASSENGERS",PORTBLAIR,2017,September,97624,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
326,"DOMESTIC PASSENGERS",IMPHAL,2017,September,76901,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
327,"DOMESTIC PASSENGERS","DELHI (DIAL)",2017,September,3748037,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
328,"DOMESTIC PASSENGERS","MUMBAI (MIAL)",2017,September,2711355,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
329,"DOMESTIC PASSENGERS",AURANGABAD,2017,September,27517,IXU,VAAU,"8 CUSTOM AIRPORTS"
330,"DOMESTIC PASSENGERS",GAYA,2017,September,4984,GAY,VEGY,"8 CUSTOM AIRPORTS"
1985,"INTERNATIONAL PASSENGERS",BANGALORE,2017,September,298052,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
1986,"INTERNATIONAL PASSENGERS",HYDERABAD,2017,September,299836,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
1987,"INTERNATIONAL PASSENGERS",COCHIN,2017,September,432847,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
1988,"INTERNATIONAL PASSENGERS",NAGPUR,2017,September,9389,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
1989,"INTERNATIONAL PASSENGERS",PUNE,2017,September,23243,,,AUTO-ADDED
1990,"INTERNATIONAL PASSENGERS",VISAKHAPATNAM,2017,September,9549,,,AUTO-ADDED
1991,"INTERNATIONAL PASSENGERS",PATNA,2017,September,0,,,AUTO-ADDED
1992,"INTERNATIONAL PASSENGERS","CHANDIGARH  (JV AIRPOR",2017,September,11345,,,AUTO-ADDED
1993,"INTERNATIONAL PASSENGERS",BAGDOGRA,2017,September,1586,,,AUTO-ADDED
1994,"INTERNATIONAL PASSENGERS",MADURAI,2017,September,22891,,,AUTO-ADDED
2005,"DOMESTIC PASSENGERS",BANGALORE,2017,September,1791883,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
2006,"DOMESTIC PASSENGERS",HYDERABAD,2017,September,1110439,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
2007,"DOMESTIC PASSENGERS",COCHIN,2017,September,378667,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
2008,"DOMESTIC PASSENGERS",NAGPUR,2017,September,146423,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
2009,"DOMESTIC PASSENGERS",PUNE,2017,September,625006,,,AUTO-ADDED
2010,"DOMESTIC PASSENGERS",VISAKHAPATNAM,2017,September,168749,,,AUTO-ADDED
2011,"DOMESTIC PASSENGERS",PATNA,2017,September,242770,,,AUTO-ADDED
2012,"DOMESTIC PASSENGERS","CHANDIGARH  (JV AIRPOR",2017,September,180319,,,AUTO-ADDED
2013,"DOMESTIC PASSENGERS",BAGDOGRA,2017,September,165312,,,AUTO-ADDED
2014,"DOMESTIC PASSENGERS",MADURAI,2017,September,81985,,,AUTO-ADDED
2015,"DOMESTIC PASSENGERS",INDORE,2017,September,168513,,,AUTO-ADDED
2016,"DOMESTIC PASSENGERS",RAIPUR,2017,September,121732,,,AUTO-ADDED
2017,"DOMESTIC PASSENGERS",AGARTALA,2017,September,102326,,,AUTO-ADDED
2018,"DOMESTIC PASSENGERS",JAMMU,2017,September,119218,,,AUTO-ADDED
2019,"DOMESTIC PASSENGERS",VADODARA,2017,September,71766,,,AUTO-ADDED
2020,"DOMESTIC PASSENGERS",UDAIPUR,2017,September,81373,,,AUTO-ADDED
2021,"DOMESTIC PASSENGERS",RANCHI,2017,September,119828,,,AUTO-ADDED
2022,"DOMESTIC PASSENGERS",DEHRADUN,2017,September,87484,,,AUTO-ADDED
2023,"DOMESTIC PASSENGERS",BHOPAL,2017,September,54997,,,AUTO-ADDED
2024,"DOMESTIC PASSENGERS",VIJAYAWADA,2017,September,62011,,,AUTO-ADDED
2025,"DOMESTIC PASSENGERS",LEH,2017,September,76620,,,AUTO-ADDED
2026,"DOMESTIC PASSENGERS",TIRUPATI,2017,September,43840,,,AUTO-ADDED
2027,"DOMESTIC PASSENGERS",RAJKOT,2017,September,27461,,,AUTO-ADDED
2028,"DOMESTIC PASSENGERS",JODHPUR,2017,September,34021,,,AUTO-ADDED
2029,"DOMESTIC PASSENGERS",DIBRUGARH,2017,September,25164,,,AUTO-ADDED
2030,"DOMESTIC PASSENGERS",RAJAHMUNDRY,2017,September,18579,,,AUTO-ADDED
2031,"DOMESTIC PASSENGERS",SILCHAR,2017,September,31806,,,AUTO-ADDED
2032,"DOMESTIC PASSENGERS",SURAT,2017,September,60409,,,AUTO-ADDED
2033,"DOMESTIC PASSENGERS",BHUJ,2017,September,13868,,,AUTO-ADDED
2034,"DOMESTIC PASSENGERS",JUHU,2017,September,14004,,,AUTO-ADDED
2035,"DOMESTIC PASSENGERS",JABALPUR,2017,September,18358,,,AUTO-ADDED
2036,"DOMESTIC PASSENGERS",DIMAPUR,2017,September,15950,,,AUTO-ADDED
2037,"DOMESTIC PASSENGERS",GUGGAL,2017,September,12707,,,AUTO-ADDED
2038,"DOMESTIC PASSENGERS",TUTICORIN,2017,September,8135,,,AUTO-ADDED
2039,"DOMESTIC PASSENGERS",BELGAUM,2017,September,8536,,,AUTO-ADDED
2040,"DOMESTIC PASSENGERS",JAMNAGAR,2017,September,5040,,,AUTO-ADDED
2041,"DOMESTIC PASSENGERS",KHAJURAHO,2017,September,2423,,,AUTO-ADDED
2042,"DOMESTIC PASSENGERS",JORHAT,2017,September,5590,,,AUTO-ADDED
2043,"DOMESTIC PASSENGERS",GORKHPUR,2017,September,12004,,,AUTO-ADDED
2044,"DOMESTIC PASSENGERS",ALLAHABAD,2017,September,3970,,,AUTO-ADDED
2045,"DOMESTIC PASSENGERS",AGATTI,2017,September,4002,,,AUTO-ADDED
2046,"DOMESTIC PASSENGERS",HUBLI,2017,September,3679,,,AUTO-ADDED
2047,"DOMESTIC PASSENGERS",BHUNTAR,2017,September,2197,,,AUTO-ADDED
2048,"DOMESTIC PASSENGERS",BHAVNAGAR,2017,September,2870,,,AUTO-ADDED
2049,"DOMESTIC PASSENGERS",DIU,2017,September,1340,,,AUTO-ADDED
2050,"DOMESTIC PASSENGERS",GWALIOR,2017,September,1444,,,AUTO-ADDED
2051,"DOMESTIC PASSENGERS",BARAPANI,2017,September,1131,,,AUTO-ADDED
2052,"DOMESTIC PASSENGERS",PANTNAGAR,2017,September,1485,,,AUTO-ADDED
2053,"DOMESTIC PASSENGERS",LAKHIMPUR,2017,September,1067,,,AUTO-ADDED
2054,"DOMESTIC PASSENGERS",AGRA,2017,September,593,,,AUTO-ADDED
2055,"DOMESTIC PASSENGERS",TEZPUR,2017,September,590,,,AUTO-ADDED
2056,"DOMESTIC PASSENGERS",BHATINDA,2017,September,1347,,,AUTO-ADDED
2057,"DOMESTIC PASSENGERS",PORBANDAR,2017,September,4319,,,AUTO-ADDED
2058,"DOMESTIC PASSENGERS",KANPUR,2017,September,0,,,AUTO-ADDED
2059,"DOMESTIC PASSENGERS",CUDDAPAH,2017,September,2627,,,AUTO-ADDED
2060,"DOMESTIC PASSENGERS",BIKANER,2017,September,810,,,AUTO-ADDED
2061,"DOMESTIC PASSENGERS",JAISALMER,2017,September,0,,,AUTO-ADDED
2062,"DOMESTIC PASSENGERS",LUDHIANA,2017,September,2056,,,AUTO-ADDED
2063,"DOMESTIC PASSENGERS",KOLHAPUR,2017,September,0,,,AUTO-ADDED
2064,"DOMESTIC PASSENGERS",SHIMLA,2017,September,930,,,AUTO-ADDED
2065,"DOMESTIC PASSENGERS",LENGPUI,2017,September,26333,,,AUTO-ADDED
2066,"DOMESTIC PASSENGERS",DURGAPUR,2017,September,92,,,AUTO-ADDED
2067,"DOMESTIC PASSENGERS",NANDED,2017,September,2279,,,AUTO-ADDED
2068,"DOMESTIC PASSENGERS",MUNDRA,2017,September,0,,,AUTO-ADDED
661,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",CHENNAI,2017,OCT,434605,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
662,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",KOLKATA,2017,OCT,217167,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
663,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",AHMEDABAD,2017,OCT,157966,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
664,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",GOA,2017,OCT,46164,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
665,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",LUCKNOW,2017,OCT,57928,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
666,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",TRIVANDRUM,2017,OCT,189481,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
667,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",GUWAHATI,2017,OCT,1761,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
668,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",JAIPUR,2017,OCT,44227,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
